ngo_name,unique_id,registered_with,type_of_ngo,registration_number,copy_of_registration_certificate,copy_of_pan_card,act_name,city_of_registration,state_of_registration,registration_date,key_issues,operational_areas_states,operational_areas_districts,FCRA_details,FCRA_registration_num,details_of_achievement,contact_details_address,contact_details_city,contact_details_state,contact_details_telephone,contact_details_website,contact_details_email,members_names_designations,members_names_pan_availability,members_names_aadhar_availability,source_of_funds_amount_sanctioned,source_of_funds_department_name,source_of_funds_source,source_of_funds_purpose,sector_number,ngo_num,page_num,page_num_total
YUGASTRA SEWA SAMITI,UP/2021/0289254,Registrar of Societies,Registered Societies (Non-Government),637/2015-16,Available,Available,Society Act 1860,Varanasi,UTTAR PRADESH,01-09-2015,"Education &amp; Literacy,Women's Development &amp; Empowerment,Health &amp; Family Welfare,Skill Development",UTTAR PRADESH,UTTAR PRADESH-&gt;Varanasi,Not Available,Not Available,"Health Programme
Literacy Programme
Natural Calamity 
Social Aweraness Programme
Women upliftment programme
","S-4/64,TAJPUR,ORDERLY BAZAR,ORDERLY BAZAR,",Varanasi,UTTAR PRADESH,Not Available,Not Available,vkpathak[dot]1255(at)gmail.com,"{' Vivek Kumar Pathak': 'Secretary', ' AMIT KUMAR MISHRA': 'Executive Member', ' AKHIL KUMAR SINGH': 'Executive Member', ' ANKITA PATHAK': 'Executive Member', ' BRIJESH GUPTA': 'Executive Member', ' RANJANA PANDEY': 'Executive Member', ' Shiv Shankar Kumar Sonker': 'Executive Member'}","{' Vivek Kumar Pathak': 'Available', ' AMIT KUMAR MISHRA': 'Available', ' AKHIL KUMAR SINGH': 'Available', ' ANKITA PATHAK': 'Available', ' BRIJESH GUPTA': 'Available', ' RANJANA PANDEY': 'Available', ' Shiv Shankar Kumar Sonker': 'Available'}","{' Vivek Kumar Pathak': 'Available', ' AMIT KUMAR MISHRA': 'Available', ' AKHIL KUMAR SINGH': 'Available', ' ANKITA PATHAK': 'Available', ' BRIJESH GUPTA': 'Available', ' RANJANA PANDEY': 'Available', ' Shiv Shankar Kumar Sonker': 'Available'}","{'2018-2019': 'Not Specified', '2017-2018': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2018-2019': 'Not Specified', '2017-2018': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2018-2019': 'Any Other', '2017-2018': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2018-2019': 'No Any Grant Received From Central State or Overseas ', '2017-2018': 'No Any Grant Received From Central State or Overseas ', '2019-2020': 'No Any Grant Received From Central State or Overseas ', '2020-2021': 'No Any Grant Received From Central State or Overseas '}",34,39,195,100
YUSHRA FOUNDATION,UP/2021/0295738,Registrar of Companies,Private Sector Companies (Sec 8/25),U85300UP2021NPL144692,Available,Available,"Companies Act, 2013",BAHRAICH,UTTAR PRADESH,06-04-2021,Health &amp; Family Welfare,UTTAR PRADESH,UTTAR PRADESH-&gt;Bahraich,Not Available,Not Available,newly incorporated foundation not yet commenced any activity,"C/O BAQAULLAH, PYAREPUR, KAISERGANJ, BAHRAICH, Bahraich, Uttar Pradesh, India, 271903",BAHRAICH,UTTAR PRADESH,Not Available,Not Available,hindustanconstruction8(at)gmail[dot]com,"{' BAQAULLAH': 'Chairman', ' MUBASHIRA REHMAN': 'Secretary', ' MEHMOOD TARIQ': 'Cashier'}","{' BAQAULLAH': 'Available', ' MUBASHIRA REHMAN': 'Available', ' MEHMOOD TARIQ': 'Available'}","{' BAQAULLAH': 'Available', ' MUBASHIRA REHMAN': 'Available', ' MEHMOOD TARIQ': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},{'2021-2022': 'foundation desires to run medical school and hospital'},34,40,195,100
YUSRA UCHA SIKSHA SAMITEE,UP/2021/0295227,Registrar of Societies,Registered Societies (Non-Government),1381,Available,Available,SOCIETY REGISTRATION ACT 1860,KAISERGANJ,UTTAR PRADESH,15-02-2006,Education &amp; Literacy,UTTAR PRADESH,UTTAR PRADESH-&gt;Bahraich,Not Available,Not Available,approx 3000 regional students are get educated in this school  every year.,"VILLAGE SONARI, POST, MAHURI KALA, TEHSIL, KAISERGANJ, JARWAL, DISTRICT BAHRAICH,",KAISERGANJ,UTTAR PRADESH,Not Available,Not Available,theyushrafoundation(at)gmail[dot]com,"{' BAQAULLAH': 'Manager', ' MUBASHIRA REHMAN': 'President', ' MEHMOOD TARIQ': 'Treasurer'}","{' BAQAULLAH': 'Available', ' MUBASHIRA REHMAN': 'Available', ' MEHMOOD TARIQ': 'Available'}","{' BAQAULLAH': 'Available', ' MUBASHIRA REHMAN': 'Available', ' MEHMOOD TARIQ': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other', '2021-2022': 'Any Other'}","{'2018-2019': 'fee has been received from students', '2019-2020': 'student fee receipts', '2020-2021': 'student fee receipts', '2021-2022': 'student fee receipts'}",34,41,195,100
YUVA  JAN  PRAVAH SAMITI,UP/2021/0292673,Registrar of Societies,Registered Societies (Non-Government),BUL/01501/2020-2021,Available,Available,"21, 1860",Bulandshahr,UTTAR PRADESH,27-07-2020,"Animal Husbandry, Dairying  &amp;  Fisheries,Labour &amp; Employment,Health &amp; Family Welfare,Skill Development",UTTAR PRADESH,"UTTAR PRADESH-&gt;Bulandshahr , Aligarh",Not Available,Not Available,"Fsiheries, Labour ","Vill. Pesari, Post Ramghat, Tehsil Dibai, Dist. Bulandshahr202399",Bulandshahr,UTTAR PRADESH,Not Available,Not Available,yuvajanpravahsamiti(at)gmail[dot]com,"{' RAJUDDIN MALIK': 'Treasurer', ' NASRUDDIN KHAN MALIK': 'Secretary', ' SHASHI BHADANA': 'Joint Secretary', ' TAJUDDEEN': 'President', ' NAJRIN BEGAM': 'Member'}","{' RAJUDDIN MALIK': 'Available', ' NASRUDDIN KHAN MALIK': 'Available', ' SHASHI BHADANA': 'Available', ' TAJUDDEEN': 'Available', ' NAJRIN BEGAM': 'Available'}","{' RAJUDDIN MALIK': 'Available', ' NASRUDDIN KHAN MALIK': 'Available', ' SHASHI BHADANA': 'Available', ' TAJUDDEEN': 'Available', ' NAJRIN BEGAM': 'Available'}","{'2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2020-2021': 'Any Other', '2021-2022': 'Any Other'}","{'2020-2021': 'NOT AVAILABLE', '2021-2022': 'Not  Available'}",34,42,195,100
Yuva Academy,UP/2020/0256301,Registrar of Societies,Registered Societies (Non-Government),2211/2007-08,Available,Available,21/1860,Kanpur Dehat,UTTAR PRADESH,18-10-2007,"Agriculture,Art &amp; Culture,Children,Education &amp; Literacy,Environment &amp; Forests,Health &amp; Family Welfare,Information &amp; Communication Technology,Science &amp; Technology,Sports,Women's Development &amp; Empowerment,Youth Affairs,Animal Husbandry, Dairying  &amp;  Fisheries,Dalit Upliftment,Drinking Water,Aged/Elderly,Food Processing,HIV/AIDS,Housing,Human Rights,Labour &amp; Employment,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Minority Issues,New &amp; Renewable Energy,Nutrition,Panchayati Raj,Rural Development &amp; Poverty Alleviation,Tourism,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources",UTTAR PRADESH,"UTTAR PRADESH-&gt;Kanpur Dehat, Hathras, Mathura, Agra, Mainpuri, Hardoi, Unnao, Lucknow, Farrukhabad, Auraiya, Kanpur Nagar, Jalaun , Etah",Not Available,Not Available,Not Available,"Yuva Academy
Vill/Post Sarwankhera
Dirstic Kanpur Dehat
Pin Code 209121",Kanpur Dehat,UTTAR PRADESH,Not Available,Not Available,Yuva[dot]Academy03(at)gmail.com,"{' Deepika Singh Sengar': 'President', ' Priyanka singh sanger': 'Vice President', ' Jang BAhadur Singh Senger': 'Secretary'}","{' Deepika Singh Sengar': 'Available', ' Priyanka singh sanger': 'Available', ' Jang BAhadur Singh Senger': 'Available'}","{' Deepika Singh Sengar': 'Available', ' Priyanka singh sanger': 'Available', ' Jang BAhadur Singh Senger': 'Available'}",{'2016-2017': 'Not Specified'},{'2016-2017': 'Not Specified'},{'2016-2017': 'Any Other'},{'2016-2017': 'i dont have any grant lack of grant knowledge'},34,43,195,100
YUVA BEROJGAR GRAMOTHAN VIKASH SANSTHAN,UP/2021/0274510,Registrar of Societies,Registered Societies (Non-Government),65/2012-13,Available,Available,1860,Sultanpur,UTTAR PRADESH,17-04-2012,"Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Health &amp; Family Welfare,Human Rights,Labour &amp; Employment,Nutrition,Any Other",UTTAR PRADESH,UTTAR PRADESH-&gt;Sultanpur,Not Available,Not Available,Not Available,"Village, Post Bisawan , Lagdi Bajaar Tehsil Sadar , Sultanpur",Sultanpur,UTTAR PRADESH,Not Available,Not Available,ybgvs456(at)gmail[dot]com,"{' Shiv Lal Yadav': 'President', ' OMPRAKASH YADAV': 'Vice President', ' ALIRAJA': 'Minister'}","{' Shiv Lal Yadav': 'Available', ' OMPRAKASH YADAV': 'Available', ' ALIRAJA': 'Available'}","{' Shiv Lal Yadav': 'Available', ' OMPRAKASH YADAV': 'Available', ' ALIRAJA': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2016-2017': 'Membership Payments', '2017-2018': 'Membership Payments', '2018-2019': 'Membership Payments', '2019-2020': 'Membership Payments'}",34,44,195,100
YUVA BHARAT FOUNDATION,UP/2021/0298813,Sub-Registrar,Trust (Non-Government),254,Available,Available,TRUST,JHANSI,UTTAR PRADESH,27-10-2021,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Children,Civic Issues,Dalit Upliftment,Disaster Management,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Health &amp; Family Welfare,Housing,Human Rights,Labour &amp; Employment,Land Resources,Legal Awareness &amp; Aid,Micro Small &amp; Medium Enterprises,New &amp; Renewable Energy,Nutrition,Panchayati Raj,Rural Development &amp; Poverty Alleviation,Sports,Tourism,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Youth Affairs,Skill Development,Aged/Elderly,Differently Abled,Minority Issues,Urban Development &amp; Poverty Alleviation,Any Other","UTTAR PRADESH, MADHYA PRADESH, UTTAR PRADESH","UTTAR PRADESH-&gt;Jhansi, Lalitpur, Jalaun , MADHYA PRADESH-&gt;Gwalior, Datia, UTTAR PRADESH-&gt;Mahoba",Not Available,Not Available," ON THE OCASSION OF STARTING OF NGO  ON 27TH OCTOBER 2021 I HAVE DISTRIBUTED 100 FOOD PACKETS 
ON CHILDRENS DAY 14TH NOV 2021   I HAVE DISTRIBUTED 200 SNACKS PACKETS (samosa , kachori , jalebi ,frooti,chocolate) 
AND ON 29TH NOVEMBER2021 WE ARE GOING TO DISTRIBUTE 1000 BLANKETS TO THE NEEDY PEOPLES AND THIS OCCASION IS GOING TO BE CONDUCTED IN TALBEHAT DISTRICT LALITPUR
 ","A.K Litoriya , chanakyapuram , mission compound , jhansi",JHANSI,UTTAR PRADESH,Not Available,Not Available,aakarshlitoriya1999(at)gmail[dot]com,"{' AAKARSH LITORIYA': 'Chairman', ' GEETA NANDANI LITAURIYA': 'Vice Chairman', ' SHREYANSH SAMADHIYA': 'Treasurer', ' SAGAR KUMAR': 'Joint Secretary'}","{' AAKARSH LITORIYA': 'Available', ' GEETA NANDANI LITAURIYA': 'Available', ' SHREYANSH SAMADHIYA': 'Available', ' SAGAR KUMAR': 'Available'}","{' AAKARSH LITORIYA': 'Available', ' GEETA NANDANI LITAURIYA': 'Available', ' SHREYANSH SAMADHIYA': 'Available', ' SAGAR KUMAR': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},{'2021-2022': 'PERSONAL AND PRIVATE FUNDING'},34,45,195,100
YUVA CHETNA KENDRA,UP/2009/0004197,Registrar of Societies,Registered Societies (Non-Government),67/87-88,Available,Available,Not Available,DEORIA,UTTAR PRADESH,13-04-1987,"Agriculture,Disaster Management,Education &amp; Literacy,Environment &amp; Forests,Food Processing,Human Rights,Information &amp; Communication Technology,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Nutrition,Panchayati Raj,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Vocational Training,Women's Development &amp; Empowerment,Youth Affairs",UTTAR PRADESH,"UTTAR PRADESH-&gt;Deoria, Gorakhpur, Kushinagar, Mahrajganj",Available,136380019,"Promotion of Maha Laxmi Samuh Foundation as apex of more than 500 Community based organisation 
mFI with annul business and transaction of 1.5 crore
Laxmi kisani Kendra a strong network of ruraral marketning and resource and knoledge sharing
Mushroom cultivation for rural population","YUVA CHETNA KENDRA
GAYATRIPURAM, KASIA ROAD, DEORIA- 274001 UTTAR-PRAESH",DEORIA,UTTAR PRADESH,05568-241454,http://yckindia.org,yckendra(at)gmail[dot]com,{' Paras Nath Singh': 'Secretary'},{' Paras Nath Singh': 'Available'},{' Paras Nath Singh': 'Available'},{},{},{},{},34,46,195,100
Yuva Ekta Mission,UP/2021/0286662,Registrar of Societies,Registered Societies (Non-Government),700/2004-05,Available,Available,Society Registration Act 21 of 1860,Etawah,UTTAR PRADESH,20-09-2004,"Education &amp; Literacy,Environment &amp; Forests,Science &amp; Technology,Scientific &amp; Industrial Research,Women's Development &amp; Empowerment,Youth Affairs",UTTAR PRADESH,UTTAR PRADESH-&gt;Etawah,Not Available,Not Available,"Dedicated to sustainable conflict transformation at the grassroots, Generations For Peace empowers volunteer leaders of youth to promote active tolerance and responsible citizenship in communities experiencing different forms of conflict and violence.","457 S D Field
Etawah ",Etawah,UTTAR PRADESH,Not Available,Not Available,Shouhadra243(at)gmail[dot]com,"{' Aryan Yadav': 'Secretary', ' Sushil Kumar Yadav': 'Minister', ' Shouhadra Dixit': 'President'}","{' Aryan Yadav': 'Available', ' Sushil Kumar Yadav': 'Available', ' Shouhadra Dixit': 'Available'}","{' Aryan Yadav': 'Available', ' Sushil Kumar Yadav': 'Available', ' Shouhadra Dixit': 'Available'}","{'2020-2021': 'Not Specified', '2019-2020': 'Not Specified', '2018-2019': 'Not Specified', '2017-2018': 'Not Specified'}","{'2020-2021': 'Not Specified', '2019-2020': 'Not Specified', '2018-2019': 'Not Specified', '2017-2018': 'Not Specified'}","{'2020-2021': 'Any Other', '2019-2020': 'Any Other', '2018-2019': 'Any Other', '2017-2018': 'Any Other'}","{'2020-2021': 'No any fund received in the financial year', '2019-2020': 'No any fund received in the financial year', '2018-2019': 'No any fund received in the financial year', '2017-2018': 'No any fund received in the financial year'}",34,47,195,100
YUVA EKTA SANDESH FOUNDATION,UP/2019/0246085,Registrar of Societies,Trust (Non-Government),233/2019,Available,Available,Indian Trust Act 1882,Meerut,UTTAR PRADESH,29-07-2019,"Education &amp; Literacy,Any Other",UTTAR PRADESH,UTTAR PRADESH-&gt;Meerut,Not Available,Not Available,Social Works ,House No- 18 Humayun Nagar Hapur Road Meerut (U.P.) 250001,Meerut,UTTAR PRADESH,Not Available,Not Available,yuvaektasandeshfoundation(at)gmail[dot]com,"{' Mohd Vaseem': 'President', ' Atif Ali': 'Treasurer', ' Haji Liyakat Saifi': 'Founder'}","{' Mohd Vaseem': 'Available', ' Atif Ali': 'Available', ' Haji Liyakat Saifi': 'Available'}","{' Mohd Vaseem': 'Available', ' Atif Ali': 'Available', ' Haji Liyakat Saifi': 'Available'}","{'2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2019-2020': 'There Is Received No Funds ', '2020-2021': 'There Is Received No Funds '}",34,48,195,100
YUVA FOUNDATION ,UP/2019/0234530,Registrar of Societies,Registered Societies (Non-Government),G-42129/2007-2008,Available,Available,"ACT NO. 21,1860",GORAKHPUR,UTTAR PRADESH,07-03-2008,"Art &amp; Culture,Biotechnology,Children,Civic Issues,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Human Rights,Information &amp; Communication Technology,Labour &amp; Employment,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,New &amp; Renewable Energy,Nutrition,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Water Resources,Women's Development &amp; Empowerment,Youth Affairs,Any Other",UTTAR PRADESH,UTTAR PRADESH-&gt;Gorakhpur,Not Available,Not Available,Not Available,MIG 84 VIKAS NAGAR VISTAR PO FERTILIZER DISTGORAKHPUR PIN273007,GORAKHPUR,UTTAR PRADESH,Not Available,Not Available,draksinghraikar(at)gmail[dot]com,"{' Dr. Arvind Kumar Singh': 'President', ' DEO RANJAN': 'Secretary', ' DHARAM RANJAN SINGH': 'Treasurer'}","{' Dr. Arvind Kumar Singh': 'Available', ' DEO RANJAN': 'Available', ' DHARAM RANJAN SINGH': 'Available'}","{' Dr. Arvind Kumar Singh': 'Available', ' DEO RANJAN': 'Available', ' DHARAM RANJAN SINGH': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2016-2017': 'Sociol welfare civil issues ', '2017-2018': 'Sarv shiksha abhiyan Self Help Group Prog Social issue Any Other', '2018-2019': 'Sarv shiksha abhiyan. Self Help Group Prog  Social DEvelopment Prog. Pulse Polio Comp.Any Other', '2019-2020': 'National Integration Prog. Sarv Shikasha Abhiyan Prog. Social Issue Any Other '}",34,49,195,100
YUVA GRAM VIKAS SAMITI,UP/2017/0116913,Registrar of Societies,Registered Societies (Non-Government),516/1987-88,Available,Available,"Societies Registration Act 21, 1860",Kanpur,UTTAR PRADESH,25-05-1987,"Art &amp; Culture,Children,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,HIV/AIDS,Rural Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment",UTTAR PRADESH,"UTTAR PRADESH-&gt;Fatehpur, Ghaziabad, Hardoi, Kanpur Nagar, Lucknow, Unnao",Not Available,Not Available,"Women Empowerment, Health, Educational Programme, Child education, vocational training, Sabla, etc","C-30 Shyam Nagar, Kanpur",Kanpur,UTTAR PRADESH,0512-00000,Not Available,ygvsrohit(at)gmail[dot]com,"{' Rohit Pandey': 'Not Specified', ' Anil Kumar Mishra': 'Chairman', ' Ajay Katiyar': 'Treasurer'}","{' Rohit Pandey': 'Available', ' Anil Kumar Mishra': 'Available', ' Ajay Katiyar': 'Available'}","{' Rohit Pandey': 'Available', ' Anil Kumar Mishra': 'Available', ' Ajay Katiyar': 'Available'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified'}","{'2013-2014': 'Overseas', '2014-2015': 'Overseas', '2015-2016': 'Overseas'}","{'2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2015-2016': 'Not Specified'}",34,50,195,100
Yuva Gramya Vikas Samiti,UP/2010/0026347,Registrar of Societies,Registered Societies (Non-Government),49/92,Available,Available,Not Available,Varanasi,UTTAR PRADESH,20-04-1992,"Rural Development &amp; Poverty Alleviation,Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Differently Abled,Drinking Water,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,Information &amp; Communication Technology,Minority Issues,Nutrition,Science &amp; Technology,Scientific &amp; Industrial Research,Vocational Training,Women's Development &amp; Empowerment,Youth Affairs",UTTAR PRADESH,"UTTAR PRADESH-&gt;Chitrakoot, Prayagraj, Azamgarh, Mau, Jaunpur, Chandauli, Varanasi, Sant Ravidas Nagar (Bhadohi), Sonbhadra",Available,13670141,"â€¢	Information Ctntre (Youth Participation in the prevention of Trafficking &amp; HIV/AIDS (YPPTS) Project) In Co-operation with U.N.D.P. â€“ Taha, N.D. &amp; N.Y.K. Vns.
â€¢	Rural Information Technology Youth Development Centre (RITYDC) (Funding Source. Ministry of Youth Affairs &amp; Sports. Govt. of India)
â€¢	Gramin Gyan Kendra (Funding Source. Midia Lab Asia, Deptt. of Information &amp; Technology Govt. of India &amp; Co- coordinated by. I.T. B.H.U. Varanasi )
â€¢	Vocational Training Programme for Youth 
Co- coordinated by. I.T. B.H.U. Varanasi )
â€¢	Women Empowerment Programme 
Co- coordinated by. I.T. B.H.U. Varanasi )
Achievement - GWRDED BY GOVRENOR OF U. P.","Basani Near Airport
Varanasi - 221204",Varanasi,UTTAR PRADESH,0542-2622368,http://www.ygvs.wetpaint.com,ygvs_vns(at)yahoo[dot]co.in,"{' Ajay Kumar Singh': 'Secretary', ' Jawahar Lal Dubey': 'Chairman', ' Sapna Sinha': 'Treasurer', ' Virendra Sinha': 'Not Specified', ' Sarita Verma': 'Joint Secretary'}","{' Ajay Kumar Singh': 'Available', ' Jawahar Lal Dubey': 'Available', ' Sapna Sinha': 'Available', ' Virendra Sinha': 'Available', ' Sarita Verma': 'Available'}","{' Ajay Kumar Singh': 'Available', ' Jawahar Lal Dubey': 'Available', ' Sapna Sinha': 'Available', ' Virendra Sinha': 'Available', ' Sarita Verma': 'Available'}",{},{},{},{},34,51,195,100
YUVA INTERNATIONAL,UP/2022/0306478,Sub-Registrar,Trust (Non-Government),4,Available,Available,TRUST ACT,NIRALA NAGAR COLONY,UTTAR PRADESH,30-01-2016,"Animal Husbandry, Dairying  &amp;  Fisheries,Biotechnology,Children,Education &amp; Literacy,Health &amp; Family Welfare,Women's Development &amp; Empowerment",Not Available,Not Available,Not Available,Not Available,"Women empowerment ,health,
Sanitation, hygiene","NIRALA NAGAR COLONY NEAR PHARENDA BLOCK,MAHDEWA BUZURG,MAHARAJGANJ,UTTAR PRADESH-273155",NIRALA NAGAR COLONY,UTTAR PRADESH,Not Available,Not Available,trustyuvainternational(at)gmail[dot]com,"{' SURJEET KUMAR GOND': 'Trustee', ' AARUSHI GOND': 'Trustee'}","{' SURJEET KUMAR GOND': 'Available', ' AARUSHI GOND': 'Available'}","{' SURJEET KUMAR GOND': 'Available', ' AARUSHI GOND': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other', '2021-2022': 'Any Other'}","{'2018-2019': 'PUBLIC CONTRIBUTION', '2019-2020': 'PUBLIC CONTRIBUTION', '2020-2021': 'PUBLIC CONTRIBUTION', '2021-2022': 'PUBLIC CONTRIBUTION'}",34,52,195,100
Yuva Jagrati Shiksha Samiti,UP/2019/0246971,Registrar of Societies,Registered Societies (Non-Government),1324/2006-07,Available,Available,1860,Kanpur ,UTTAR PRADESH,30-05-2019,"Education &amp; Literacy,Food Processing,Health &amp; Family Welfare,Micro Small &amp; Medium Enterprises,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Urban Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Kanpur Nagar, Kanpur Dehat, Kannauj, Auraiya, Jalaun , Hamirpur",Not Available,Not Available,Not Available,"116/353, Rawatpur, Near old post office, Kanpur Nagar",Kanpur ,UTTAR PRADESH,Not Available,Not Available,d[dot]n.tiwari774(at)gmail.com,"{' Devanand Tiwari': 'Secretary', ' Atmanand Tiwari': 'Chairman', ' Mamta Tiwari': 'Treasurer'}","{' Devanand Tiwari': 'Available', ' Atmanand Tiwari': 'Available', ' Mamta Tiwari': 'Available'}","{' Devanand Tiwari': 'Available', ' Atmanand Tiwari': 'Available', ' Mamta Tiwari': 'Available'}",{'2019-2020': 'Not Specified'},{'2019-2020': 'Not Specified'},{'2019-2020': 'Any Other'},"{'2019-2020': 'Some of the sources of funds of this non government orgnisation is obtained by the fees recieved from students of vocational trainings , membership charges and several other sources.'}",34,53,195,100
YUVA JAGRITI AVAM VIKAS SANSTHAN,UP/2017/0158631,Registrar of Societies,Registered Societies (Non-Government),60/2008-09,Available,Available,The Society Registration  Act 1860,Barabanki,UTTAR PRADESH,08-04-2008,"Agriculture,Education &amp; Literacy,Environment &amp; Forests,Minority Issues,Rural Development &amp; Poverty Alleviation,Youth Affairs",UTTAR PRADESH,"UTTAR PRADESH-&gt;Bara Banki, Lucknow",Not Available,Not Available,WOMEN AND CHILD DEVELOPMENT ENVIRONMENT AWARENESS YOUTH DEVELOPMENT AND RURAL DEVELOPMENT PROGRAM,"VILLAGEAND POST NEVLI, HARAKH, DISTRICT-BARABANKI 225121",Barabanki,UTTAR PRADESH,Not Available,Not Available,yuwango(at)rediffmail[dot]com,"{' VIRENDRA KUMAR VERMA': 'President', ' RAM MURTI': 'Treasurer', ' SHAILESH KUMAR': 'Vice President'}","{' VIRENDRA KUMAR VERMA': 'Available', ' RAM MURTI': 'Available', ' SHAILESH KUMAR': 'Available'}","{' VIRENDRA KUMAR VERMA': 'Available', ' RAM MURTI': 'Available', ' SHAILESH KUMAR': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': '50000', '2016-2017': '37500', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Ministry of Culture', '2016-2017': 'NCPUL NEW DELHI', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Central', '2016-2017': 'Central', '2017-2018': 'Any Other'}","{'2014-2015': 'NO GRANT IN AID', '2015-2016': 'Culture Program', '2016-2017': 'Urdu language promotion Program', '2017-2018': 'No grant in aid received till registration'}",34,54,195,100
