ngo_name,unique_id,registered_with,type_of_ngo,registration_number,copy_of_registration_certificate,copy_of_pan_card,act_name,city_of_registration,state_of_registration,registration_date,key_issues,operational_areas_states,operational_areas_districts,FCRA_details,FCRA_registration_num,details_of_achievement,contact_details_address,contact_details_city,contact_details_state,contact_details_telephone,contact_details_website,contact_details_email,members_names_designations,members_names_pan_availability,members_names_aadhar_availability,source_of_funds_amount_sanctioned,source_of_funds_department_name,source_of_funds_source,source_of_funds_purpose,sector_number,ngo_num,page_num,page_num_total
YASH SEWA SAMITI,UP/2021/0293962,Registrar of Societies,Registered Societies (Non-Government),AGR/00348/2021-2022,Available,Available,"21, 1860",AGRA,UTTAR PRADESH,17-04-2021,"Art &amp; Culture,Children,Education &amp; Literacy,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,Human Rights,Information &amp; Communication Technology,Labour &amp; Employment,Micro Small &amp; Medium Enterprises,Minority Issues,Sports,Urban Development &amp; Poverty Alleviation,Any Other,Skill Development","DELHI, RAJASTHAN, UTTAR PRADESH","DELHI-&gt;North West, New Delhi, RAJASTHAN-&gt;Bharatpur , Dhaulpur, Jaipur , UTTAR PRADESH-&gt;Aligarh, Mathura, Agra, Firozabad, Kannauj, Kanpur Dehat, Kanpur Nagar",Not Available,Not Available,Not Available,NAGLA BUDHI SHEETLA ROAD AGRA,AGRA,UTTAR PRADESH,Not Available,Not Available,enterprisesyash1991(at)gmail[dot]com,"{' YOGESH KUMAR': 'Secretary', ' SHALINI': 'Chairman', ' MAHESH KUMAR': 'Treasurer'}","{' YOGESH KUMAR': 'Available', ' SHALINI': 'Available', ' MAHESH KUMAR': 'Available'}","{' YOGESH KUMAR': 'Available', ' SHALINI': 'Available', ' MAHESH KUMAR': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},{'2021-2022': 'public/member donation'},34,42,194,100
YASH SHIKSHAN AWAM SOCIAL WELFARE SOCIETY,UP/2018/0217407,Registrar of Societies,Registered Societies (Non-Government),364-2009-2010,Available,Available,"21, 1860",Raebareli,UTTAR PRADESH,21-05-2005,Education &amp; Literacy,UTTAR PRADESH,UTTAR PRADESH-&gt;Rae Bareli,Not Available,Not Available,Education began in prehistory as adults trained the young in the knowledge and skills deemed necessary in their society In preliterate societies this was achieved orally and through imitation Storytelling passed knowledge values and skills from one generation to the next As cultures began to extend their,Police Lines Chauraha Raebareli,Raebareli,UTTAR PRADESH,Not Available,Not Available,ysasws(at)outlook[dot]com,"{' LAXMI': 'President', ' GYAN PRAKASH': 'Member', ' AMIT KUMAR CHAUDHARY': 'Secretary'}","{' LAXMI': 'Available', ' GYAN PRAKASH': 'Available', ' AMIT KUMAR CHAUDHARY': 'Available'}","{' LAXMI': 'Available', ' GYAN PRAKASH': 'Available', ' AMIT KUMAR CHAUDHARY': 'Available'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other'}","{'2015-2016': 'fund not recived ', '2016-2017': 'fund not recived ', '2017-2018': 'fund not recived ', '2018-2019': 'fund not recived '}",34,43,194,100
YASH WELFARE SOCIETY AWAM SIKSHAN SHASTHAN,UP/2021/0285417,Registrar of Societies,Registered Societies (Non-Government),1943/2017-18,Available,Available,ACTXXXI1860,BARABANKI,UTTAR PRADESH,26-12-2017,"Animal Husbandry, Dairying  &amp;  Fisheries,Children,Agriculture,Art &amp; Culture,Biotechnology,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Housing,Human Rights,Information &amp; Communication Technology,Labour &amp; Employment,Land Resources,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Minority Issues,New &amp; Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Scientific &amp; Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Youth Affairs",UTTAR PRADESH,UTTAR PRADESH-&gt;Bara Banki,Not Available,Not Available,"  Animal Husbandry, Dairying "," Amarsanda, Fatehpur, Barabanki, Uttar Pradesh",BARABANKI,UTTAR PRADESH,Not Available,Not Available,YK6594733(at)GMAIL[dot]COM,"{' RAKESH KUMAR': 'President', ' SUSHILA': 'Treasurer', ' DIVYA BANSHAL': 'Manager'}","{' RAKESH KUMAR': 'Available', ' SUSHILA': 'Available', ' DIVYA BANSHAL': 'Available'}","{' RAKESH KUMAR': 'Available', ' SUSHILA': 'Available', ' DIVYA BANSHAL': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2017-2018': 'NO FUND RECEIVED', '2018-2019': 'NO FUND RECEIVED', '2019-2020': 'NO FUND RECEIVED', '2020-2021': 'NO FUND RECEIVED'}",34,44,194,100
YASHASHVI FOUNDATION,UP/2017/0170928,Registrar of Societies,Registered Societies (Non-Government),632/1994-95,Available,Available,"21,1860",ALLAHABAD,UTTAR PRADESH,31-10-1994,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Environment &amp; Forests,Health &amp; Family Welfare,HIV/AIDS,Housing,Human Rights,Micro Finance (SHGs),Panchayati Raj,Rural Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment,Youth Affairs,Biotechnology,Differently Abled,Drinking Water,Education &amp; Literacy,Food Processing,Information &amp; Communication Technology,Labour &amp; Employment,Land Resources,Legal Awareness &amp; Aid,Micro Small &amp; Medium Enterprises,New &amp; Renewable Energy,Nutrition,Science &amp; Technology,Scientific &amp; Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Water Resources",UTTAR PRADESH,"UTTAR PRADESH-&gt;Prayagraj, Amethi, Ballia, Banda, Budaun, Deoria, Fatehpur, Ghazipur, Bareilly, Pilibhit, Shahjahanpur, Kheri, Sitapur, Hardoi, Unnao, Lucknow, Rae Bareli, Kannauj, Kanpur Dehat, Jalaun , Jhansi, Lalitpur, Hamirpur, Mahoba, Chitrakoot, Pratapgarh, Kaushambi, Bara Banki, Faizabad, Ambedkar Nagar, Sultanpur, Bahraich, Shrawasti, Balrampur, Gonda, Siddharthnagar, Basti, Sant Kabir Nagar, Mahrajganj, Gorakhpur, Kushinagar, Azamgarh, Mau, Jaunpur, Chandauli, Varanasi, Sant Ravidas Nagar (Bhadohi), Mirzapur, Sonbhadra",Not Available,Not Available,Education Health Environment Agriculture Training Program ,VILL BHADEWARA POST BHUNDA TAHSHIL KARCHHANA DIST. ALLAHABAD U.P. 212307 ,ALLAHABAD,UTTAR PRADESH,Not Available,Not Available,yashashvifoundation(at)gmail[dot]com,"{' PRATIBHA SINGH': 'Vice President', ' RAJAN SHARMA': 'Secretary', ' VIMLESH RAI': 'Financial Officer'}","{' PRATIBHA SINGH': 'Available', ' RAJAN SHARMA': 'Available', ' VIMLESH RAI': 'Available'}","{' PRATIBHA SINGH': 'Available', ' RAJAN SHARMA': 'Available', ' VIMLESH RAI': 'Available'}","{'2015-2016': 'Not Specified', '2014-2015': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2015-2016': 'Not Specified', '2014-2015': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2015-2016': 'Any Other', '2014-2015': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2015-2016': 'not available', '2014-2015': 'NA................', '2017-2018': 'not available', '2018-2019': 'Not available', '2019-2020': 'Not available'}",34,45,194,100
Yashasvi Foundation,UP/2021/0285520,Registrar of Societies,Registered Societies (Non-Government),ALL/07138/2018-2019,Available,Available,SOCIETY REGISTRATION ACT 1860,ALLAHABAD,UTTAR PRADESH,19-12-2018,"Agriculture,Art &amp; Culture,Children,Dalit Upliftment,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Health &amp; Family Welfare,Human Rights,Legal Awareness &amp; Aid,Rural Development &amp; Poverty Alleviation,Water Resources,Women's Development &amp; Empowerment,Youth Affairs,Any Other,Skill Development",UTTAR PRADESH,"UTTAR PRADESH-&gt;Lucknow, Kanpur Nagar, Pratapgarh, Prayagraj, Gonda, Jaunpur",Not Available,Not Available,"teaching small children 
plantation 
clothe distribution",USTAPUR MAHMUDABAD JHUNSI PRAYAGRAJ,ALLAHABAD,UTTAR PRADESH,Not Available,https://www.yashasvifoundation.com,foundationyashasvi(at)gmail[dot]com,"{' Swatantra Mani Tripathi': 'Secretary', ' REETA SINGH': 'President', ' Shivani Singh': 'Treasurer'}","{' Swatantra Mani Tripathi': 'Available', ' REETA SINGH': 'Available', ' Shivani Singh': 'Available'}","{' Swatantra Mani Tripathi': 'Available', ' REETA SINGH': 'Available', ' Shivani Singh': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2018-2019': 'we have not applied', '2019-2020': 'we have not applied', '2020-2021': 'we have not applied'}",34,46,194,100
Yashaswi Jan Sewa Sanstha,UP/2021/0274329,Registrar of Societies,Registered Societies (Non-Government),GHA/01365/2020-2021,Available,Available,Society Registration Act 1860,Ghaziabad,UTTAR PRADESH,23-07-2020,"Education &amp; Literacy,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,Human Rights,Sports,Vocational Training,Women's Development &amp; Empowerment,Youth Affairs",UTTAR PRADESH,UTTAR PRADESH-&gt;Ghaziabad,Not Available,Not Available,"1.We have started an institute for needy children free of cost 
2.Youth Training (  Preparation for Competitive Exams , Sporting Events , Career Counseling and Vocational Training) 
3.We also started a library and self study center free for all 
4.We also started a Sewing Center for womens
We received CORONA YODDHA AWARD For our self less Services during lockdown , Awarded by chairman of khora colony Smt. Reena Gajji Bhati ",C Block 3/11 DLF Ankur vihar Ghaziabad UP 201309,Ghaziabad,UTTAR PRADESH,Not Available,https://www.yashaswijansewasanstha.org,vinayakmanvani(at)gmail[dot]com,"{' VINAYAK': 'President', ' SANJAY SINGH': 'Treasurer', ' PAWAN KUMAR ': 'Secretary'}","{' VINAYAK': 'Available', ' SANJAY SINGH': 'Available', ' PAWAN KUMAR ': 'Available'}","{' VINAYAK': 'Available', ' SANJAY SINGH': 'Available', ' PAWAN KUMAR ': 'Available'}",{'2020-2021': 'Not Specified'},{'2020-2021': 'Not Specified'},{'2020-2021': 'Any Other'},"{'2020-2021': 'We have not received any Funds from Government , overseas , central \n'}",34,47,194,100
YASHIKA FOUNDATION,UP/2022/0307651,Registrar of Societies,Registered Societies (Non-Government),VAR/11456/2021-22,Available,Available,"21,1860",VARANASI,UTTAR PRADESH,30-12-2021,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Biotechnology,Children,Education &amp; Literacy,Environment &amp; Forests,Health &amp; Family Welfare,Science &amp; Technology,Sports,Vocational Training,Women's Development &amp; Empowerment,Skill Development",UTTAR PRADESH,UTTAR PRADESH-&gt;Varanasi,Not Available,Not Available,EDUCTION AND SKILL DEVELOPMENT ,"1/219 1K LAXMANPUR , NARAYANPUR ,VARANASI 221003",VARANASI,UTTAR PRADESH,Not Available,Not Available,URJAPLANT(at)GMAIL[dot]COM,"{' RAMESHWAR SHARMA': 'President', ' PRADEEP KUMAR SHARMA': 'Secretary', ' urmila sharma': 'Treasurer', ' kumari priyanka': 'Vice President'}","{' RAMESHWAR SHARMA': 'Available', ' PRADEEP KUMAR SHARMA': 'Available', ' urmila sharma': 'Available', ' kumari priyanka': 'Available'}","{' RAMESHWAR SHARMA': 'Available', ' PRADEEP KUMAR SHARMA': 'Available', ' urmila sharma': 'Available', ' kumari priyanka': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},{'2021-2022': 'education social activity and women welfare'},34,48,194,100
YASHODA BAL SHIKSHA NIKETAN SHAHAPUR KHETASARAI JAUNPUR,UP/2017/0163494,Registrar of Societies,Registered Societies (Non-Government),163/2000-01,Available,Available,1860,JAUNPUR SADAR,UTTAR PRADESH,12-06-2000,Not Available,Not Available,Not Available,Not Available,Not Available,RUNNING BY YASHODA BAL SHIKSHA NIKETAN SHAHAPUR KHETASARAI JAUNPUR,"VILLAGE-SHAHAPUR, POST-KHETASARAI
DISTRICT-JAUNPUR, UTTAR PRADESH",JAUNPUR SADAR,UTTAR PRADESH,Not Available,Not Available,gajendra002015(at)gmail[dot]com,"{' GARIMA PANDEY': 'President', ' GAURAV PANDEY': 'Vice President', ' GAJENDRA KUMAR PANDEY': 'Secretary'}","{' GARIMA PANDEY': 'Available', ' GAURAV PANDEY': 'Available', ' GAJENDRA KUMAR PANDEY': 'Available'}","{' GARIMA PANDEY': 'Available', ' GAURAV PANDEY': 'Available', ' GAJENDRA KUMAR PANDEY': 'Available'}","{'2014-2015': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2016-2017': 'Any Other', '2015-2016': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': '....................................................................................................N.A.....................................................................................................', '2016-2017': '......................................................................................................NA......................................................................................................', '2015-2016': '......................................................................................................NA......................................................................................................', '2017-2018': '......................................................................................................NA......................................................................................................'}",34,49,194,100
Yashoda Charitable Trust,UP/2020/0267466,Sub-Registrar,Trust (Non-Government),223,Available,Available,1860,Moradabad,UTTAR PRADESH,21-10-2008,"Education &amp; Literacy,Agriculture,Art &amp; Culture,Children,Dalit Upliftment,Differently Abled,Drinking Water,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Human Rights,Labour &amp; Employment,Legal Awareness &amp; Aid,Minority Issues,New &amp; Renewable Energy,Right to Information &amp; Advocacy,Sports,Tribal Affairs,Vocational Training,Water Resources,Women's Development &amp; Empowerment",UTTAR PRADESH,"UTTAR PRADESH-&gt;Saharanpur, Muzaffarnagar, Bijnor, Moradabad, Rampur, Meerut, Ghaziabad, Gautam Buddha Nagar, Bulandshahr , Aligarh, Hathras, Firozabad, Budaun, Bareilly, Pilibhit, Shahjahanpur, Kheri, Sitapur, Hardoi, Farrukhabad, Kannauj, Auraiya, Sambhal, Hapur",Not Available,Not Available,"We Can working to Mionorty and SC Womens in Rural and Backword Areas, and support to fianncial and self employment.","B-37, GANDHI Nagar Moradabad
",Moradabad,UTTAR PRADESH,Not Available,Not Available,Yashodaitc(at)gmail[dot]com,"{' ASHOK KUMAR SINGHAL': 'President', ' Sudha Singhal': 'Vice President', ' Rajat Singhal': 'Secretary', ' Rohit Singhal': 'Treasurer', ' Smita Singhal': 'Asisstant Secretary', ' Ruchi Singhal': 'Assistant Treasure'}","{' ASHOK KUMAR SINGHAL': 'Available', ' Sudha Singhal': 'Available', ' Rajat Singhal': 'Available', ' Rohit Singhal': 'Available', ' Smita Singhal': 'Available', ' Ruchi Singhal': 'Available'}","{' ASHOK KUMAR SINGHAL': 'Available', ' Sudha Singhal': 'Available', ' Rajat Singhal': 'Available', ' Rohit Singhal': 'Available', ' Smita Singhal': 'Available', ' Ruchi Singhal': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2016-2017': 'No Grant Sanction From Central and State Government', '2017-2018': 'No Grant Sanction From Central and State Government', '2018-2019': 'No Grant Sanction From Central and State Government', '2019-2020': 'No Grant Sanction From Central and State Government'}",34,50,194,100
Yashoda Devi Phoolmati Shikshan sewa trust,UP/2017/0176396,Sub-Registrar,Trust (Non-Government),29/2017,Available,Available,Indian Trust Act ,sant kabir nagar ,UTTAR PRADESH,20-06-2017,Not Available,Not Available,Not Available,Not Available,Not Available,"Empowering the society by good and needy education
women empowerment
agriculture development
social Reformation ","57-Tenuhari Soem , Gandhi Gram, Khalilabad, Sant Kabir Nagar-272175",sant kabir nagar ,UTTAR PRADESH,Not Available,Not Available,ydpsst(at)gmail[dot]com,"{' Madan Mohan': 'President', ' Umesh chandra': 'Joint Secretary', ' Preetam Pandey': 'Treasurer', ' krishna chandra pandey': 'Executive Member'}","{' Madan Mohan': 'Available', ' Umesh chandra': 'Available', ' Preetam Pandey': 'Available', ' krishna chandra pandey': 'Available'}","{' Madan Mohan': 'Available', ' Umesh chandra': 'Available', ' Preetam Pandey': 'Available', ' krishna chandra pandey': 'Available'}",{'2017-2018': 'Not Specified'},{'2017-2018': 'Not Specified'},{'2017-2018': 'Any Other'},{'2017-2018': 'Educate the People and society'},34,51,194,100
YASHODA DEVI RAMPATI MAHILA MAHAVIDYALAYA SAMITI,UP/2022/0303712,Registrar of Societies,Registered Societies (Non-Government),485/2010-11,Available,Available,"The Societies Registration Act, 1860",AYODHYA,UTTAR PRADESH,28-06-2010,Not Available,Not Available,Not Available,Not Available,Not Available,"HEALTH PROGRAM, GIRLS EDUCATION PROGRAM, ANIMAL WELFAREPROGRAM, RURAL DEVELOPMENT PROGREAM ETC.","SHIVNAGAR, POST-SARAULI, MILKIPUR, FAIZABAD",AYODHYA,UTTAR PRADESH,Not Available,Not Available,yashodad476(at)gmail[dot]com,"{' SATYABHAMA': 'Vice Chairman', ' YASHODA DEVI': 'Chairman', ' DEVENDRA PRATAP SHUKLA': 'Secretary'}","{' SATYABHAMA': 'Available', ' YASHODA DEVI': 'Available', ' DEVENDRA PRATAP SHUKLA': 'Available'}","{' SATYABHAMA': 'Available', ' YASHODA DEVI': 'Available', ' DEVENDRA PRATAP SHUKLA': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2017-2018': 'NO, DO NOTRECEIVEDANYTYPES OFGOVT FUND INOUR LOCALCONTRIBUTION.', '2018-2019': 'NO, DO NOTRECEIVEDANYTYPES OFGOVT FUND INOUR LOCALCONTRIBUTION.', '2019-2020': 'NO, DO NOTRECEIVEDANYTYPES OFGOVT FUND INOUR LOCALCONTRIBUTION.', '2020-2021': 'NO, DO NOTRECEIVEDANYTYPES OFGOVT FUND INOUR LOCALCONTRIBUTION.'}",34,52,194,100
YASHODA DEVI SHIKSHA SEWA SANSTHAN,UP/2020/0264433,Registrar of Societies,Registered Societies (Non-Government),938/2014-2015,Available,Available,"Societies Registration Act 21, 1860",GORAKHPUR,UTTAR PRADESH,14-10-2014,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Children,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Nutrition,Sports,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Youth Affairs,Any Other",UTTAR PRADESH,UTTAR PRADESH-&gt;Gorakhpur,Not Available,Not Available,Environment and Forests,"Vill-Basudha, Post-Piprauli, Tehsil-Sahjanwa, District-Gorakhpur",GORAKHPUR,UTTAR PRADESH,Not Available,Not Available,ydsss2020(at)gmail[dot]com,"{' Manju': 'Manager', ' Abhishek Kumar Chaubey': 'Joint Secretary', ' Om Prakash Upadhyay': 'Member'}","{' Manju': 'Available', ' Abhishek Kumar Chaubey': 'Available', ' Om Prakash Upadhyay': 'Available'}","{' Manju': 'Available', ' Abhishek Kumar Chaubey': 'Available', ' Om Prakash Upadhyay': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2016-2017': 'NO ANY GRANT RECIEVED THIS FINANCIAL\nYEAR', '2017-2018': 'NO ANY GRANT RECIEVED THIS FINANCIAL\nYEAR', '2018-2019': 'NO ANY GRANT RECIEVED THIS FINANCIAL\nYEAR', '2019-2020': 'NO ANY GRANT RECIEVED THIS FINANCIAL\nYEAR'}",34,53,194,100
YASHODA EDUCATIONAL AND WELFARE SOCIETY,UP/2017/0178756,Registrar of Societies,Registered Societies (Non-Government),672/2016-17,Available,Available,"ADHINIYAM NUMBER 21,1860 KE ADHIN",GHOSI,UTTAR PRADESH,31-03-2017,"Disaster Management,Education &amp; Literacy,Health &amp; Family Welfare,Rural Development &amp; Poverty Alleviation,Urban Development &amp; Poverty Alleviation,Women's Development &amp; Empowerment",UTTAR PRADESH,UTTAR PRADESH-&gt;Mau,Not Available,Not Available,Not Available,VILL POST BARAGAON PAKARI ROAD GHOSI DISTT MAU U P 275304,GHOSI,UTTAR PRADESH,Not Available,Not Available,yewsociety(at)gmail[dot]com,"{' ANJU GUPTA': 'Cashier', ' Rajkumar': 'Manager', ' Santosh ': 'President'}","{' ANJU GUPTA': 'Available', ' Rajkumar': 'Available', ' Santosh ': 'Available'}","{' ANJU GUPTA': 'Available', ' Rajkumar': 'Available', ' Santosh ': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2016-2017': 'No any Grant Receive ', '2017-2018': 'No any Grant Receive '}",34,54,194,100
YASHODA NANDAN GRAMODYOG EVAM SHIKSHAN SANSTHAN,UP/2017/0174152,Registrar of Societies,Registered Societies (Non-Government),1013,Available,Available,1860,BALLIA,UTTAR PRADESH,25-11-1997,Not Available,Not Available,Not Available,Not Available,Not Available,"Educational
Cultural
Computer Courses
Vocational 
Women Empowerment
Craft Centre
Handicraft ",IBRAHIMPATTI BELTHRA ROAD BALLIA UTTAR PRADESH ,BALLIA,UTTAR PRADESH,Not Available,Not Available,yashoda[dot]ballia(at)gmail.com,"{' ABHA SINGH': 'Manager', ' USHA SINGH': 'Member', ' ATUL KUMAR SINGH': 'Member', ' RUPALI SINGH': 'Member'}","{' ABHA SINGH': 'Available', ' USHA SINGH': 'Available', ' ATUL KUMAR SINGH': 'Available', ' RUPALI SINGH': 'Available'}","{' ABHA SINGH': 'Available', ' USHA SINGH': 'Available', ' ATUL KUMAR SINGH': 'Available', ' RUPALI SINGH': 'Available'}",{'2016-2017': 'Not Specified'},{'2016-2017': 'Not Specified'},{'2016-2017': 'Any Other'},{'2016-2017': 'not yet right know '},34,55,194,100
Yashoda Walefare Sewa Sansthan,UP/2018/0202159,Registrar of Societies,Registered Societies (Non-Government),275,Available,Available,Society Registration Act 1860,Gorakhpur,UTTAR PRADESH,07-06-2016,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Labour &amp; Employment,Micro Finance (SHGs),Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Legal Awareness &amp; Aid,Nutrition,Rural Development &amp; Poverty Alleviation,Youth Affairs",UTTAR PRADESH,UTTAR PRADESH-&gt;Gorakhpur,Not Available,Not Available,Not Available,"House No 524, Awas Vikas Colony, Mahadev Jharkhandi, Kundaghat, Gorakhpur",Gorakhpur,UTTAR PRADESH,Not Available,Not Available,nandigouri7(at)gmail[dot]com,"{' Gouri Nandi': 'Secretary', ' Vishwajeet Nandi': 'Vice President', ' Manish Srivastava': 'Treasurer'}","{' Gouri Nandi': 'Available', ' Vishwajeet Nandi': 'Available', ' Manish Srivastava': 'Available'}","{' Gouri Nandi': 'Available', ' Vishwajeet Nandi': 'Available', ' Manish Srivastava': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other'}","{'2016-2017': 'Not Eligible for Grant', '2017-2018': 'Not Eligible for Grant', '2018-2019': 'Not Eligible for Grant'}",34,56,194,100
Yashoday Foundation,UP/2021/0279312,Sub-Registrar,Trust (Non-Government),2912,Available,Available,The Indian Trust Act 1882,Ghaziabad,UTTAR PRADESH,16-12-2020,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"C 401, SPS Residency, Vaibhav Khand, Indirapuram",Ghaziabad,UTTAR PRADESH,Not Available,Not Available,a_singh(at)live[dot]com,"{' Ashok Singh Chauhan': 'President', ' Pankaj Singh': 'Secretary'}","{' Ashok Singh Chauhan': 'Available', ' Pankaj Singh': 'Available'}","{' Ashok Singh Chauhan': 'Available', ' Pankaj Singh': 'Available'}",{'2020-2021': 'Not Specified'},{'2020-2021': 'Not Specified'},{'2020-2021': 'Any Other'},{'2020-2021': 'Newly Established Not for profit trust is formed from personal funding. '},34,57,194,100
